time,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
2005-05-05,94873000,88.2779,89.8685,87.5501,88.1278,-0.0264,-0.03,0.0,0.0,,
2005-05-06,59523600,88.4804,88.5255,87.7827,87.8502,-0.282,-0.32,0.0,0.0,,
2005-05-09,42311300,87.9402,88.593,87.8202,88.3979,0.5447,0.62,0.0,0.0,,
2005-05-10,70089800,88.0678,88.1578,87.325,87.4826,-0.9194,-1.04,0.0,0.0,,
2005-05-11,90212700,87.7302,88.0828,86.9199,87.9628,0.4811,0.55,0.0,0.0,,
2005-05-12,91173100,88.0228,88.2178,86.9949,86.9949,-0.9676,-1.1,0.0,0.0,,
2005-05-13,83814400,87.2575,87.5201,86.1321,86.8223,-0.174,-0.2,0.0,0.0,,
2005-05-16,47313700,86.8073,87.6626,86.7773,87.6251,0.8074,0.93,0.0,0.0,,
2005-05-17,58156500,87.355,88.3079,87.1525,88.2178,0.5871,0.67,0.0,0.0,,
2005-05-18,74913100,88.5855,89.3433,88.2554,89.1482,0.9089,1.03,0.0,0.0,,
2005-05-19,59924300,89.2832,89.5909,89.0582,89.4933,0.3743,0.42,0.0,0.0,,
2005-05-20,45564400,89.5233,89.5759,89.0882,89.3733,-0.1253,-0.14,0.0,0.0,,
2005-05-23,50258700,89.4408,90.0635,89.4258,89.8535,0.4915,0.55,0.0,0.0,,
2005-05-24,49637600,89.6134,89.906,89.4333,89.6584,-0.2067,-0.23,0.0,0.0,,
2005-05-25,47197800,89.5458,89.6359,89.1557,89.5984,-0.0717,-0.08,0.0,0.0,,
2005-05-26,40886200,89.876,90.1911,88.3604,90.0335,0.4836,0.54,0.0,0.0,,
2005-05-27,24166600,90.0935,90.2211,89.8835,90.2211,0.1531,0.17,0.0,0.0,,
2005-05-31,40933000,90.0785,90.1611,89.5759,89.6434,-0.5774,-0.64,0.0,0.0,,
2005-06-01,67908600,89.6734,90.7238,89.6209,90.4312,0.7622,0.85,0.0,0.0,,
2005-06-02,38380800,90.2061,90.6638,90.1086,90.6037,0.1989,0.22,0.0,0.0,,
2005-06-03,57203100,90.4462,90.7013,89.8309,90.1461,-0.4621,-0.51,0.0,0.0,,
2005-06-06,35527300,90.041,90.1836,89.6959,90.071,-0.0811,-0.09,0.0,0.0,,
2005-06-07,64765600,90.3261,90.9714,90.0335,90.1311,0.063,0.07,0.0,0.0,,
2005-06-08,46150600,90.3711,90.4762,89.7859,89.981,-0.1623,-0.18,0.0,0.0,,
2005-06-09,55258000,89.8385,90.4687,89.6134,90.3937,0.4318,0.48,0.0,0.0,,
2005-06-10,35862200,90.4612,90.5212,89.7334,90.1761,-0.2079,-0.23,0.0,0.0,,
2005-06-13,48834400,89.9885,90.8438,89.891,90.4912,0.2886,0.32,0.0,0.0,,
2005-06-14,31842600,90.3711,90.9339,90.3186,90.6788,0.2081,0.23,0.0,0.0,,
2005-06-15,50323600,90.9038,90.9639,90.2061,90.8513,0.1723,0.19,0.0,0.0,,
2005-06-16,45163700,90.8513,91.264,90.7238,91.0914,0.2362,0.26,0.0,0.0,,
2005-06-17,50424000,91.557,91.8282,91.3009,91.4214,-0.0274,-0.03,0.0,0.0,,
2005-06-20,39625700,91.2105,91.783,91.105,91.4515,0.0274,0.03,0.0,0.0,,
2005-06-21,38739900,91.5193,91.6399,91.1728,91.557,0.0549,0.06,0.0,0.0,,
2005-06-22,43593800,91.6625,91.8583,91.2029,91.5947,0.0732,0.08,0.0,0.0,,
2005-06-23,59803800,91.3837,91.6022,90.2688,90.2914,-1.2913,-1.41,0.0,0.0,,
2005-06-24,55208800,90.3065,90.3894,89.5231,89.6285,-0.6591,-0.73,0.0,0.0,,
2005-06-27,48185900,89.621,89.9524,89.4553,89.7566,0.1255,0.14,0.0,0.0,,
2005-06-28,40969000,89.9524,90.5777,89.9223,90.5099,0.7539,0.84,0.0,0.0,,
2005-06-29,40481600,90.6756,90.6982,90.2236,90.2462,-0.2443,-0.27,0.0,0.0,,
2005-06-30,59360200,90.5626,90.638,89.6059,89.7792,-0.4874,-0.54,0.0,0.0,,
2005-07-01,47225700,89.9826,90.2462,89.8018,90.0428,0.2604,0.29,0.0,0.0,,
2005-07-05,48394400,89.8319,90.8865,89.7867,90.7359,0.7201,0.8,0.0,0.0,,
2005-07-06,51937600,90.6907,90.8865,89.9524,90.0052,-0.7624,-0.84,0.0,0.0,,
2005-07-07,97147400,89.1087,90.3592,89.0861,90.3592,0.351,0.39,0.0,0.0,,
2005-07-08,61131400,90.3743,91.3913,90.186,91.3913,1.0301,1.14,0.0,0.0,,
2005-07-11,48033300,91.3988,91.9864,91.3837,91.8583,0.4661,0.51,0.0,0.0,,
2005-07-12,50647000,91.8207,92.3781,91.6323,92.0994,0.2388,0.26,0.0,0.0,,
2005-07-13,40260000,92.1069,92.2952,91.896,92.2274,0.1289,0.14,0.0,0.0,,
2005-07-14,60161600,92.6418,92.9883,92.2726,92.589,0.3597,0.39,0.0,0.0,,
2005-07-15,53527000,92.4986,92.687,92.1747,92.5363,-0.0556,-0.06,0.0,0.0,,
2005-07-18,53596900,92.2802,92.3781,91.9412,92.1672,-0.3701,-0.4,0.0,0.0,,
2005-07-19,56767900,92.4384,92.7397,92.2124,92.6719,0.5069,0.55,0.0,0.0,,
2005-07-20,67943000,92.348,93.2067,92.1295,92.9883,0.3151,0.34,0.0,0.0,,
2005-07-21,89835100,93.0711,93.1163,92.2576,92.4459,-0.5393,-0.58,0.0,0.0,,
2005-07-22,51289800,92.5664,93.0787,92.3781,93.0636,0.6194,0.67,0.0,0.0,,
2005-07-25,55674800,92.9657,93.3725,92.5438,92.7999,-0.2606,-0.28,0.0,0.0,,
2005-07-26,42116100,92.8301,93.0561,92.6192,92.9129,0.1114,0.12,0.0,0.0,,
2005-07-27,41423200,93.0184,93.3273,92.6945,93.2595,0.3345,0.36,0.0,0.0,,
2005-07-28,45649500,93.4026,93.8922,93.1389,93.8395,0.5875,0.63,0.0,0.0,,
2005-07-29,57902900,93.719,93.8847,92.9581,93.2143,-0.6287,-0.67,0.0,0.0,,
2005-08-01,38878800,93.2595,93.4403,92.9958,93.1163,-0.0652,-0.07,0.0,0.0,,
2005-08-02,43509000,93.3122,93.8621,93.2143,93.7115,0.5589,0.6,0.0,0.0,,
2005-08-03,35262600,93.5985,93.9676,93.5005,93.9525,0.253,0.27,0.0,0.0,,
2005-08-04,46775300,93.5834,93.6437,93.0862,93.1992,-0.7516,-0.8,0.0,0.0,,
2005-08-05,48872800,92.9958,93.0636,92.4082,92.5664,-0.6338,-0.68,0.0,0.0,,
2005-08-08,46863700,92.7849,92.9657,92.1898,92.3932,-0.1759,-0.19,0.0,0.0,,
2005-08-09,46004800,92.6945,93.1013,92.5589,92.9355,0.5543,0.6,0.0,0.0,,
2005-08-10,71504400,93.2821,93.7868,92.5212,92.9129,-0.0465,-0.05,0.0,0.0,,
2005-08-11,55550800,92.8602,93.4327,92.6644,93.2896,0.3717,0.4,0.0,0.0,,
2005-08-12,52816600,93.0862,97.4027,92.4685,92.702,-0.569,-0.61,0.0,0.0,,
2005-08-15,35033300,92.8225,93.3122,92.5288,93.2745,0.5747,0.62,0.0,0.0,,
2005-08-16,69190800,92.9883,93.0485,91.9713,92.0316,-1.2122,-1.3,0.0,0.0,,
2005-08-17,59050300,92.0466,92.5589,91.9261,92.0542,-0.0092,-0.01,0.0,0.0,,
2005-08-18,51115000,91.9336,92.3254,91.783,92.0391,-0.0092,-0.01,0.0,0.0,,
2005-08-19,37389600,92.3781,92.5212,92.0542,92.2576,0.2117,0.23,0.0,0.0,,
2005-08-22,68305700,92.3404,92.8301,91.8131,92.2576,0.0,0.0,0.0,0.0,,
2005-08-23,54141600,92.2877,92.363,91.6549,92.0768,-0.1753,-0.19,0.0,0.0,,
2005-08-24,77316800,91.8583,92.4534,91.218,91.2632,-0.8195,-0.89,0.0,0.0,,
2005-08-25,33214800,91.4063,91.6549,91.3084,91.5645,0.3284,0.36,0.0,0.0,,
2005-08-26,58609400,91.5118,92.0843,90.9091,90.9694,-0.6228,-0.68,0.0,0.0,,
2005-08-29,51093300,90.7058,96.8753,90.6832,91.67,0.7005,0.77,0.0,0.0,,
2005-08-30,70976600,91.3385,91.3762,90.6907,91.1879,-0.4859,-0.53,0.0,0.0,,
2005-08-31,94775500,91.2933,92.4082,90.9543,92.3404,1.149,1.26,0.0,0.0,,
2005-09-01,68493100,92.2726,92.7698,91.2255,92.2726,-0.0646,-0.07,0.0,0.0,,
2005-09-02,41896000,92.5438,92.5664,91.9336,92.1069,-0.1661,-0.18,0.0,0.0,,
2005-09-06,53322000,92.4082,93.2595,92.3932,93.1841,1.0776,1.17,0.0,0.0,,
2005-09-07,40040700,93.1314,93.5081,93.0033,93.3423,0.1584,0.17,0.0,0.0,,
2005-09-08,36772000,93.154,93.4101,92.8903,93.0335,-0.308,-0.33,0.0,0.0,,
2005-09-09,42578900,93.2821,93.9676,93.2595,93.8621,0.828,0.89,0.0,0.0,,
2005-09-12,31105100,93.7416,93.9148,93.6135,93.6663,-0.1877,-0.2,0.0,0.0,,
2005-09-13,54712500,93.5081,93.7265,93.0485,93.154,-0.5152,-0.55,0.0,0.0,,
2005-09-14,46989200,93.2218,93.3499,92.6719,92.815,-0.3353,-0.36,0.0,0.0,,
2005-09-15,67899800,93.0259,93.1465,92.5815,92.7698,-0.0464,-0.05,0.0,0.0,,
2005-09-16,66108300,93.2631,93.6111,92.9529,93.4295,0.2609,0.28,0.0,0.0,,
2005-09-19,51263900,93.3917,93.4673,92.7789,93.1193,-0.3083,-0.33,0.0,0.0,,
2005-09-20,79992900,93.2101,93.5127,92.1964,92.3326,-0.7822,-0.84,0.0,0.0,,
2005-09-21,88607100,92.1359,92.1964,91.3642,91.4701,-0.8587,-0.93,0.0,0.0,,
2005-09-22,78942900,91.5004,92.0375,91.1146,91.7954,0.3293,0.36,0.0,0.0,,
2005-09-23,56068300,91.7198,92.2115,91.4626,91.8711,0.0734,0.08,0.0,0.0,,
2005-09-26,59669900,92.3099,92.4763,91.5987,91.977,0.1102,0.12,0.0,0.0,,
2005-09-27,62568200,91.9316,92.2872,91.5533,91.9543,-0.0184,-0.02,0.0,0.0,,
2005-09-28,56894700,92.2266,92.3855,91.6895,92.0451,0.092,0.1,0.0,0.0,,
2005-09-29,64443200,91.9694,92.9453,91.5987,92.794,0.7456,0.81,0.0,0.0,,
2005-09-30,45529400,92.7638,93.0891,91.3037,93.0815,0.2877,0.31,0.0,0.0,,
2005-10-03,47676400,93.021,93.3085,92.6352,92.7486,-0.3351,-0.36,0.0,0.0,,
2005-10-04,59561000,92.8924,93.0739,91.6668,91.7046,-1.0481,-1.13,0.0,0.0,,
2005-10-05,2871200,91.7727,91.7727,84.7977,90.5018,-1.2013,-1.31,0.0,0.0,,
2005-10-06,33252500,90.6153,90.9784,89.3973,90.1765,-0.3258,-0.36,0.0,0.0,,
2005-10-07,64304900,90.5547,90.8195,90.1235,90.4715,0.3066,0.34,0.0,0.0,,
2005-10-10,50618800,90.5396,90.5623,89.6923,89.6999,-0.7599,-0.84,0.0,0.0,,
2005-10-11,71919900,90.0176,90.3202,89.5108,89.594,-0.1256,-0.14,0.0,0.0,,
2005-10-12,97230800,89.5637,90.1235,88.8223,88.8904,-0.7078,-0.79,0.0,0.0,,
2005-10-13,92347900,88.8753,89.3216,88.4365,88.8375,-0.0533,-0.06,0.0,0.0,,
2005-10-14,79470400,89.3595,89.8814,88.9358,89.7755,0.9416,1.06,0.0,0.0,,
2005-10-17,63606200,89.8512,90.2294,89.6091,90.1235,0.3322,0.37,0.0,0.0,,
2005-10-18,68090000,89.9798,89.9949,89.1022,89.1325,-0.9731,-1.08,0.0,0.0,,
2005-10-19,8919400,88.9358,90.6304,88.6029,90.6153,1.4797,1.66,0.0,0.0,,
2005-10-20,24438200,90.3959,90.638,88.7391,89.019,-1.5948,-1.76,0.0,0.0,,
2005-10-21,88177800,89.4729,89.8588,88.898,89.367,0.3472,0.39,0.0,0.0,,
2005-10-24,68591000,89.6015,90.8498,89.5788,90.7514,1.3852,1.55,0.0,0.0,,
2005-10-25,74772600,90.5699,90.9633,89.9798,90.5699,-0.1815,-0.2,0.0,0.0,,
2005-10-26,75338500,90.4034,91.1902,90.1689,90.3354,-0.2627,-0.29,0.0,0.0,,
2005-10-27,63245200,90.1841,90.3051,82.6265,89.3443,-0.9572,-1.06,0.0,0.0,,
2005-10-28,65797200,89.594,90.7439,89.3443,90.6304,1.2866,1.44,0.0,0.0,,
2005-10-31,70882900,91.0011,91.7652,90.8725,90.88,0.2538,0.28,0.0,0.0,,
2005-11-01,63810900,91.2205,91.4626,90.9481,91.1524,0.2726,0.3,0.0,0.0,,
2005-11-02,71358500,90.9103,92.1056,90.88,92.1056,0.9571,1.05,0.0,0.0,,
2005-11-03,78155200,92.4082,92.794,92.1056,92.499,0.396,0.43,0.0,0.0,,
2005-11-04,52759600,92.5973,92.6427,90.8649,92.3779,-0.1202,-0.13,0.0,0.0,,
2005-11-07,45240000,92.5973,92.7638,92.1812,92.4687,0.0924,0.1,0.0,0.0,,
2005-11-08,38129200,92.2569,92.6125,92.1359,92.4687,0.0,0.0,0.0,0.0,,
2005-11-09,54361800,92.3552,93.0134,92.1888,92.5898,0.1202,0.13,0.0,0.0,,
2005-11-10,76240100,92.5671,93.4446,92.1056,93.3085,0.7222,0.78,0.0,0.0,,
2005-11-11,33039200,93.316,93.6867,93.2631,93.6262,0.3173,0.34,0.0,0.0,,
2005-11-14,42984600,93.6262,93.8229,93.3614,93.5732,-0.0562,-0.06,0.0,0.0,,
2005-11-15,65457900,93.4825,93.8758,92.9453,93.2328,-0.3369,-0.36,0.0,0.0,,
2005-11-16,44677000,93.3463,93.4673,93.0361,93.4219,0.1865,0.2,0.0,0.0,,
2005-11-17,53507900,93.6262,94.3222,93.4976,94.2919,0.8688,0.93,0.0,0.0,,
2005-11-18,66370000,94.5945,94.7761,94.0574,94.6626,0.3677,0.39,0.0,0.0,,
2005-11-21,47987400,94.6853,95.2527,94.5491,95.1392,0.4733,0.5,0.0,0.0,,
2005-11-22,64972900,94.9879,95.7142,94.882,95.5477,0.4091,0.43,0.0,0.0,,
2005-11-23,48978700,95.5099,96.3875,95.4797,96.1,0.5542,0.58,0.0,0.0,,
2005-11-25,14153500,96.0622,96.2437,95.9336,96.1756,0.0769,0.08,0.0,0.0,,
2005-11-28,52206200,96.2664,96.2816,95.351,95.4948,-0.6829,-0.71,0.0,0.0,,
2005-11-29,48037300,95.8125,96.0622,95.3737,95.3889,-0.105,-0.11,0.0,0.0,,
2005-11-30,47875100,95.4418,95.7142,94.5718,94.8744,-0.5151,-0.54,0.0,0.0,,
2005-12-01,60427300,95.3359,96.1,95.3057,95.8428,0.9677,1.02,0.0,0.0,,
2005-12-02,41140100,95.9033,96.1378,95.699,95.9638,0.1246,0.13,0.0,0.0,,
2005-12-05,55155500,95.805,95.873,95.457,95.7974,-0.2016,-0.21,0.0,0.0,,
2005-12-06,53225200,96.1151,96.6371,95.7974,95.9411,0.1819,0.19,0.0,0.0,,
2005-12-07,64541300,95.9033,95.979,95.0787,95.3813,-0.5564,-0.58,0.0,0.0,,
2005-12-08,57558800,95.4872,95.9411,94.9274,95.3208,-0.0572,-0.06,0.0,0.0,,
2005-12-09,48012600,95.4494,95.9109,95.1846,95.5704,0.2478,0.26,0.0,0.0,,
2005-12-12,46689300,95.8579,95.9714,95.2905,95.6612,0.086,0.09,0.0,0.0,,
2005-12-13,84089800,95.6234,96.6069,95.5402,96.3118,0.6505,0.68,0.0,0.0,,
2005-12-14,61271000,96.221,96.9019,92.0753,96.6901,0.3756,0.39,0.0,0.0,,
2005-12-15,52691600,96.6976,96.8262,96.2437,96.4102,-0.2804,-0.29,0.0,0.0,,
2005-12-16,39615000,96.7919,97.7806,96.0999,96.0999,-0.8239,-0.85,0.0,0.0,,
2005-12-19,47144500,96.3813,96.4877,95.5903,95.6055,-0.4901,-0.51,0.0,0.0,,
2005-12-20,44262600,95.7196,95.9934,95.4306,95.6968,0.0956,0.1,0.0,0.0,,
2005-12-21,48369600,95.9554,96.4041,95.674,95.8489,0.1531,0.16,0.0,0.0,,
2005-12-22,30041500,96.0618,96.3508,95.8869,96.3508,0.4984,0.52,0.0,0.0,,
2005-12-23,26712300,96.4345,96.4801,96.1455,96.4041,0.0578,0.06,0.0,0.0,,
2005-12-27,43219000,96.5258,96.6246,95.3622,95.423,-0.9833,-1.02,0.0,0.0,,
2005-12-28,29129000,95.6283,95.8185,95.4458,95.6359,0.2099,0.22,0.0,0.0,,
2005-12-29,31109800,95.6131,95.7957,95.1112,95.2101,-0.4304,-0.45,0.0,0.0,,
2005-12-30,39868100,94.9135,95.1112,94.5788,94.6929,-0.5141,-0.54,0.0,0.0,,
2006-01-03,68957300,95.1416,96.5866,94.6016,96.3584,1.6666,1.76,0.0,0.0,,
2006-01-04,48828100,96.4801,96.9593,96.3584,96.8148,0.4529,0.47,0.0,0.0,,
2006-01-05,45620800,96.7159,97.0353,96.4953,96.8756,0.0581,0.06,0.0,0.0,,
2006-01-06,55445900,97.3776,97.7882,96.9136,97.6818,0.8041,0.83,0.0,0.0,,
2006-01-09,41849800,97.6666,98.1533,97.6361,97.9327,0.254,0.26,0.0,0.0,,
2006-01-10,42757400,97.6437,98.0924,97.5449,98.0316,0.0979,0.1,0.0,0.0,,
2006-01-11,47969200,98.1229,98.4423,97.9023,98.3434,0.3137,0.32,0.0,0.0,,
2006-01-12,39022700,98.1685,98.3206,97.6818,97.9555,-0.3835,-0.39,0.0,0.0,,
2006-01-13,41954200,97.7806,98.0316,97.4992,97.8643,-0.0882,-0.09,0.0,0.0,,
2006-01-17,45793900,97.4992,97.6666,97.2026,97.5981,-0.2642,-0.27,0.0,0.0,,
2006-01-18,70947900,97.0277,97.5297,96.7083,97.2102,-0.3904,-0.4,0.0,0.0,,
2006-01-19,74918900,97.4156,97.9327,97.2026,97.5829,0.3694,0.38,0.0,0.0,,
2006-01-20,12303100,97.5601,97.5829,95.6816,95.8033,-1.7759,-1.82,0.0,0.0,,
2006-01-23,53244600,95.9858,96.4497,95.9249,96.1455,0.3449,0.36,0.0,0.0,,
2006-01-24,49980700,96.3052,96.7007,96.1455,96.2444,0.0961,0.1,0.0,0.0,,
2006-01-25,84571400,96.617,96.7235,95.7044,96.328,0.0866,0.09,0.0,0.0,,
2006-01-26,64035400,96.8224,97.0962,96.4117,96.8604,0.5298,0.55,0.0,0.0,,
2006-01-27,61514800,97.0809,97.8491,96.9288,97.7578,0.9008,0.93,0.0,0.0,,
2006-01-30,32493200,97.6818,97.9632,97.6133,97.6818,-0.0782,-0.08,0.0,0.0,,
2006-01-31,64137500,97.6057,97.7578,96.9669,96.9669,-0.7131,-0.73,0.0,0.0,,
2006-02-01,60168900,97.2102,97.6742,97.1342,97.6437,0.6788,0.7,0.0,0.0,,
2006-02-02,78262800,97.4232,97.4536,96.4345,96.5106,-1.1327,-1.16,0.0,0.0,,
2006-02-03,74074400,96.2672,96.7007,95.9326,96.0314,-0.4826,-0.5,0.0,0.0,,
2006-02-06,42748700,96.1607,96.4345,95.9554,96.2824,0.2497,0.26,0.0,0.0,,
