time,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
2007-11-14,89732400,117.0956,117.2368,115.1808,115.8792,-0.3254,-0.28,0.0,0.0,,
2007-11-15,43182000,115.0161,115.738,113.4074,114.2078,-1.6686,-1.44,0.0,0.0,,
2007-11-16,82224500,114.812,114.9376,113.4466,114.404,0.1942,0.17,0.0,0.0,,
2007-11-19,56842500,114.0038,114.0665,112.3637,112.811,-1.5902,-1.39,0.0,0.0,,
2007-11-20,86599500,113.015,114.1999,111.5162,113.5016,0.6882,0.61,0.0,0.0,,
2007-11-21,35913600,112.2774,112.9287,111.1709,111.1788,-2.3269,-2.05,0.0,0.0,,
2007-11-23,70058300,112.2695,113.2661,111.9792,113.1013,1.9234,1.73,0.0,0.0,,
2007-11-26,1060100,113.3368,113.6899,110.3784,110.6059,-2.4996,-2.21,0.0,0.0,,
2007-11-27,57177900,111.2259,112.3951,110.6059,111.8772,1.272,1.15,0.0,0.0,,
2007-11-28,25446800,113.1484,115.7223,113.1092,115.4555,3.58,3.2,0.0,0.0,,
2007-11-29,81906700,115.0553,115.9185,114.6472,115.4947,0.0346,0.03,0.0,0.0,,
2007-11-30,4324100,116.9543,117.6056,115.6124,116.6561,1.1664,1.01,0.0,0.0,,
2007-12-03,39482100,116.2873,116.4913,115.5811,115.8871,-0.7699,-0.66,0.0,0.0,,
2007-12-04,28759800,115.0867,115.7772,114.812,114.8513,-1.0314,-0.89,0.0,0.0,,
2007-12-05,55216600,116.0833,117.0799,116.0048,116.7738,1.9181,1.67,0.0,0.0,,
2007-12-06,38886200,116.6326,118.6571,116.5855,118.4453,1.6699,1.43,0.0,0.0,,
2007-12-07,14573900,118.8219,118.8847,118.1392,118.4217,-0.0237,-0.02,0.0,0.0,,
2007-12-10,575000,118.7121,119.4733,118.3825,119.3398,0.9236,0.78,0.0,0.0,,
2007-12-11,29685800,119.3869,119.9755,116.0048,116.0676,-3.2698,-2.74,0.0,0.0,,
2007-12-12,62934600,118.5394,119.0966,115.5104,117.2133,1.149,0.99,0.0,0.0,,
2007-12-13,15634000,116.3893,117.229,115.5889,116.97,-0.2462,-0.21,0.0,0.0,,
2007-12-14,36708200,116.0833,117.0014,115.432,115.4869,-1.4856,-1.27,0.0,0.0,,
2007-12-17,57287500,115.0474,115.2515,113.6742,113.839,-1.6515,-1.43,0.0,0.0,,
2007-12-18,33139600,114.6472,114.9454,112.9679,114.4746,0.6375,0.56,0.0,0.0,,
2007-12-19,87378900,114.5217,115.2672,113.737,114.4746,0.0,0.0,0.0,0.0,,
2007-12-20,79288200,115.2279,115.2436,113.9253,115.1965,0.7212,0.63,0.0,0.0,,
2007-12-21,25196000,116.2576,117.0859,116.0367,116.8571,1.0538,0.91,0.0,0.0,,
2007-12-24,41831100,117.4015,117.9221,117.1332,117.7249,0.8648,0.74,0.0,0.0,,
2007-12-26,61085800,117.2674,118.0799,117.149,117.9774,0.2472,0.21,0.0,0.0,,
2007-12-27,3608200,117.5592,117.5671,116.2181,116.4943,-1.4866,-1.26,0.0,0.0,,
2007-12-28,4607700,117.1806,117.2358,115.8868,116.2024,-0.2912,-0.25,0.0,0.0,,
2007-12-31,95228200,116.0446,116.4469,115.2242,115.3425,-0.8599,-0.74,0.0,0.0,,
2008-01-02,83420500,115.5949,115.9578,113.5044,114.3327,-1.0151,-0.88,0.0,0.0,,
2008-01-03,9548500,114.3169,114.7745,113.6543,114.2775,-0.0572,-0.05,0.0,0.0,,
2008-01-04,1331200,113.0784,113.1573,111.1614,111.477,-2.7998,-2.45,0.0,0.0,,
2008-01-07,25071700,111.8714,112.2027,110.5224,111.3823,-0.0892,-0.08,0.0,0.0,,
2008-01-08,7598400,112.0844,112.7313,109.2129,109.5836,-1.7932,-1.61,0.0,0.0,,
2008-01-09,83554700,109.7256,111.0667,108.6291,110.7354,1.1506,1.05,0.0,0.0,,
2008-01-10,383000,110.1911,112.6524,109.9465,111.4612,0.7308,0.66,0.0,0.0,,
2008-01-11,50431600,111.0589,111.9424,109.6546,110.5619,-0.9029,-0.81,0.0,0.0,,
2008-01-14,68935600,111.3586,111.9108,110.7591,111.4533,0.8955,0.81,0.0,0.0,,
2008-01-15,13715800,110.2779,111.619,108.7869,108.9999,-2.4519,-2.2,0.0,0.0,,
2008-01-16,34491100,108.3609,109.7493,107.5089,108.0611,-0.9374,-0.86,0.0,0.0,,
2008-01-17,60603700,108.7159,108.7711,104.8661,105.2606,-2.7987,-2.59,0.0,0.0,,
2008-01-18,27488200,106.294,106.5149,103.4225,104.1798,-1.0842,-1.03,0.0,0.0,,
2008-01-22,75350600,100.3537,104.4717,99.3992,103.1227,-1.0522,-1.01,0.0,0.0,,
2008-01-23,53861000,100.2591,105.8601,100.0618,105.5998,2.475,2.4,0.0,0.0,,
2008-01-24,38382600,106.0889,106.862,105.1659,106.4912,0.8871,0.84,0.0,0.0,,
2008-01-25,54297500,107.6903,107.8875,104.6058,104.9529,-1.5334,-1.44,0.0,0.0,,
2008-01-28,996900,105.1265,106.9093,104.1798,106.6884,1.7318,1.65,0.0,0.0,,
2008-01-29,50423800,107.3669,107.643,106.4044,107.217,0.5334,0.5,0.0,0.0,,
2008-01-30,9014300,106.9567,109.2918,106.1836,106.4281,-0.7934,-0.74,0.0,0.0,,
2008-01-31,27300,105.2369,109.2918,105.0791,108.3688,1.9371,1.82,0.0,0.0,,
2008-02-01,75693300,108.8184,110.1359,108.4871,110.1122,1.7447,1.61,0.0,0.0,,
2008-02-04,17589000,109.8203,109.8913,108.5818,108.7238,-1.3874,-1.26,0.0,0.0,,
2008-02-05,41817300,107.2407,107.4852,105.4499,105.8128,-2.9139,-2.68,0.0,0.0,,
2008-02-06,30175900,106.1678,106.6963,104.4559,104.9608,-0.8571,-0.81,0.0,0.0,,
2008-02-07,72928400,103.9747,106.3334,103.9195,105.655,0.6928,0.66,0.0,0.0,,
2008-02-08,87033500,104.9923,105.8838,104.2114,104.9766,-0.6762,-0.64,0.0,0.0,,
2008-02-11,75609700,105.0002,105.8917,104.164,105.513,0.5354,0.51,0.0,0.0,,
2008-02-12,28951800,106.4281,107.5325,105.6945,106.4912,0.9812,0.93,0.0,0.0,,
2008-02-13,64530900,107.2959,108.1558,106.6096,107.5799,1.0862,1.02,0.0,0.0,,
2008-02-14,5983000,108.0374,108.0769,106.3334,106.6332,-0.9467,-0.88,0.0,0.0,,
2008-02-15,35395500,106.1441,107.3669,105.2053,106.6096,-0.0213,-0.02,0.0,0.0,,
2008-02-19,34647700,107.8323,107.9901,106.1914,106.9093,0.2985,0.28,0.0,0.0,,
2008-02-20,7269400,105.7023,108.5502,105.5209,107.2249,0.3207,0.3,0.0,0.0,,
2008-02-21,86703600,107.8087,108.0848,105.7655,106.3334,-0.89,-0.83,0.0,0.0,,
2008-02-22,96241900,106.4754,107.1697,104.8109,106.9882,0.6592,0.62,0.0,0.0,,
2008-02-25,81420600,106.9251,108.5897,106.3256,108.3372,1.3481,1.26,0.0,0.0,,
2008-02-26,83357000,107.8797,109.6152,107.6824,109.1498,0.8125,0.75,0.0,0.0,,
2008-02-27,56319000,108.5187,109.7651,108.4003,109.0393,-0.1091,-0.1,0.0,0.0,,
2008-02-28,48454900,108.2662,108.8342,107.7219,107.9743,-1.0686,-0.98,0.0,0.0,,
2008-02-29,18108100,106.9724,108.0927,104.7478,105.5682,-2.4079,-2.23,0.0,0.0,,
2008-03-03,76047400,105.0318,105.5603,104.3218,105.3158,-0.2534,-0.24,0.0,0.0,,
2008-03-04,69970700,104.3139,105.2369,103.3357,104.9135,-0.4002,-0.38,0.0,0.0,,
2008-03-05,54785900,105.2448,106.3177,104.4007,105.5761,0.661,0.63,0.0,0.0,,
2008-03-06,23474600,104.9056,105.0949,102.9886,103.3909,-2.1854,-2.07,0.0,0.0,,
2008-03-07,85619200,102.2628,103.9274,101.4345,102.3259,-1.0649,-1.03,0.0,0.0,,
2008-03-10,25759600,102.4048,102.4995,100.6535,100.9769,-1.3507,-1.32,0.0,0.0,,
2008-03-11,86252100,103.1227,104.7005,100.756,104.6058,3.6252,3.59,0.0,0.0,,
2008-03-12,13367100,104.7084,105.5288,103.4698,103.6276,-0.9833,-0.94,0.0,0.0,,
2008-03-13,22633200,102.247,104.6374,101.4503,103.8879,0.2281,0.22,0.0,0.0,,
2008-03-14,28979100,104.7399,104.7715,100.8034,102.247,-1.6098,-1.55,0.0,0.0,,
2008-03-17,59147800,99.8488,101.9709,99.4544,101.2136,-1.0327,-1.01,0.0,0.0,,
2008-03-18,96513600,103.0438,105.4657,102.5389,105.4183,4.2005,4.15,0.0,0.0,,
2008-03-19,15287200,105.8207,106.223,102.5863,102.7677,-2.6135,-2.48,0.0,0.0,,
2008-03-20,16551200,103.1021,105.3694,102.4758,104.7114,1.3948,1.35,0.0,0.0,,
2008-03-24,98062600,105.6865,107.6685,105.6311,106.8519,2.0951,2.0,0.0,0.0,,
2008-03-25,74743700,106.9154,107.4624,106.0512,106.8678,0.1068,0.1,0.0,0.0,,
2008-03-26,79731900,106.5983,107.0977,105.528,105.5756,-1.3039,-1.22,0.0,0.0,,
2008-03-27,9234600,106.3921,106.5824,104.9334,105.2426,-0.3379,-0.32,0.0,0.0,,
2008-03-28,60926500,105.4329,105.7262,103.9028,104.2992,-1.011,-0.96,0.0,0.0,,
2008-03-31,46257100,104.0851,105.2267,103.9266,104.5608,0.3647,0.35,0.0,0.0,,
2008-04-01,24214000,106.0037,108.4851,105.8451,108.3027,3.6826,3.52,0.0,0.0,,
2008-04-02,97205900,108.6595,109.1431,107.8033,108.3741,0.0758,0.07,0.0,0.0,,
2008-04-03,60093200,107.7716,108.9608,107.5892,108.6199,0.2709,0.25,0.0,0.0,,
2008-04-04,66241100,108.7071,109.373,107.9143,108.5089,-0.1195,-0.11,0.0,0.0,,
2008-04-07,41523500,109.3017,109.8566,108.4058,108.5485,0.0542,0.05,0.0,0.0,,
2008-04-08,36635000,107.9698,108.7388,107.7795,108.4772,-0.1086,-0.1,0.0,0.0,,
2008-04-09,79479000,108.3027,108.4534,106.9392,107.6368,-0.7806,-0.72,0.0,0.0,,
2008-04-10,69820900,107.3355,108.3503,106.9471,107.835,0.1508,0.14,0.0,0.0,,
2008-04-11,96919200,106.5903,107.8033,105.4487,105.742,-2.092,-1.94,0.0,0.0,,
2008-04-14,47861900,105.5914,105.8689,105.084,105.3615,-0.3595,-0.34,0.0,0.0,,
2008-04-15,53010700,105.9006,105.9878,104.9096,105.7341,0.2426,0.23,0.0,0.0,,
2008-04-16,63884600,106.6617,108.5564,106.5507,108.493,2.8626,2.71,0.0,0.0,,
2008-04-17,66576000,107.835,108.8101,107.5496,108.5882,0.1626,0.15,0.0,0.0,,
2008-04-18,89986600,110.1499,110.6415,109.6108,109.7853,1.13,1.04,0.0,0.0,,
2008-04-21,9632500,109.5871,110.1817,108.5089,109.8725,0.0549,0.05,0.0,0.0,,
2008-04-22,50083400,109.5554,109.6981,108.3265,109.3413,-0.4832,-0.44,0.0,0.0,,
2008-04-23,76544200,109.4761,110.0231,108.7071,109.1827,-0.175,-0.16,0.0,0.0,,
2008-04-24,6983900,109.4681,110.7842,108.6436,109.6584,0.4804,0.44,0.0,0.0,,
2008-04-25,79953200,110.5226,110.9031,109.3334,110.6098,1.0192,0.93,0.0,0.0,,
2008-04-28,98312500,110.8952,111.1885,110.4988,110.697,0.0221,0.02,0.0,0.0,,
2008-04-29,28874300,110.5067,110.7762,109.8883,110.2609,-0.4317,-0.39,0.0,0.0,,
2008-04-30,88894900,110.4274,111.458,109.6108,109.6108,-0.6505,-0.59,0.0,0.0,,
2008-05-01,78483200,109.7139,111.8782,109.6188,111.8703,2.2688,2.07,0.0,0.0,,
2008-05-02,57171100,112.8375,112.8692,111.4343,112.2112,0.3133,0.28,0.0,0.0,,
2008-05-05,14456000,111.8227,112.2667,111.3153,111.6166,-0.5383,-0.48,0.0,0.0,,
2008-05-06,63440400,110.9982,112.7344,110.7445,112.6155,0.9713,0.87,0.0,0.0,,
2008-05-07,79217500,112.4887,112.6076,110.3006,110.6494,-2.0053,-1.78,0.0,0.0,,
2008-05-08,64036600,110.7842,111.244,110.1817,110.3244,-0.2876,-0.26,0.0,0.0,,
2008-05-09,41573800,109.8804,110.5067,109.7615,110.1182,-0.2096,-0.19,0.0,0.0,,
2008-05-12,38756300,110.3957,111.4343,109.9835,111.355,1.2334,1.12,0.0,0.0,,
2008-05-13,42374400,111.6245,111.6959,110.7762,111.3788,0.0111,0.01,0.0,0.0,,
2008-05-14,62882800,111.8386,112.7344,111.355,111.6404,0.234,0.21,0.0,0.0,,
2008-05-15,55429400,111.8148,113.0753,111.6483,113.0119,1.3952,1.25,0.0,0.0,,
2008-05-16,91685000,113.2577,113.2656,112.2667,113.1308,0.1017,0.09,0.0,0.0,,
2008-05-19,58966900,113.218,114.3993,112.8137,113.4321,0.3054,0.27,0.0,0.0,,
2008-05-20,62027400,112.7899,112.8454,111.7831,112.4807,-0.9185,-0.81,0.0,0.0,,
2008-05-21,33990200,112.4252,112.671,110.1975,110.586,-1.901,-1.69,0.0,0.0,,
2008-05-22,58631100,110.5384,111.1251,110.1975,110.6018,0.0111,0.01,0.0,0.0,,
2008-05-23,67656600,110.2372,110.7208,109.0242,109.0955,-1.4817,-1.34,0.0,0.0,,
2008-05-27,51878400,109.2462,110.1975,109.0321,109.9835,0.8079,0.74,0.0,0.0,,
2008-05-28,64407900,110.3323,110.9903,109.4047,110.4353,0.5057,0.46,0.0,0.0,,
2008-05-29,66022700,110.3006,111.7276,110.2609,110.9903,0.5522,0.5,0.0,0.0,,
2008-05-30,4628100,111.3629,111.577,110.9427,111.1964,0.2773,0.25,0.0,0.0,,
2008-06-02,72299200,110.8555,110.8793,109.4047,110.0865,-1.1457,-1.03,0.0,0.0,,
2008-06-03,56748400,110.4353,110.689,108.7943,109.5157,-0.6389,-0.58,0.0,0.0,,
2008-06-04,33588800,109.1669,110.3244,108.9766,109.4681,-0.0548,-0.05,0.0,0.0,,
2008-06-05,19291400,109.8645,111.6959,109.6584,111.6087,2.1884,2.0,0.0,0.0,,
2008-06-06,47424000,110.6335,110.8317,107.9936,108.0491,-3.5603,-3.19,0.0,0.0,,
2008-06-09,19587200,108.5009,109.0083,107.3514,108.382,0.2595,0.24,0.0,0.0,,
2008-06-10,39759400,107.5575,108.6912,107.3038,107.8271,-0.5418,-0.5,0.0,0.0,,
2008-06-11,64327000,107.7954,108.0253,106.1781,106.2019,-1.5845,-1.47,0.0,0.0,,
2008-06-12,29256900,106.7092,107.7161,105.853,106.5983,0.4035,0.38,0.0,0.0,,
2008-06-13,19991700,107.1611,108.2314,106.5665,107.9381,1.3431,1.26,0.0,0.0,,
2008-06-16,70712400,107.4624,108.5564,107.391,108.0015,0.0648,0.06,0.0,0.0,,
2008-06-17,74095600,108.6674,108.7071,107.3197,107.4782,-0.5184,-0.48,0.0,0.0,,
2008-06-18,50080500,106.7806,107.4386,106.0037,106.4318,-1.0425,-0.97,0.0,0.0,,
2008-06-19,92979400,106.3525,107.2166,104.648,106.5745,0.1384,0.13,0.0,0.0,,
2008-06-20,60850100,105.8407,106.0399,104.55,104.8368,-2.2597,-2.11,0.0,0.0,,
2008-06-23,48163500,105.2431,105.3547,104.6296,104.7332,-0.1048,-0.1,0.0,0.0,,
2008-06-24,50798300,104.4145,105.522,103.7293,104.5261,-0.2095,-0.2,0.0,0.0,,
2008-06-25,62060700,104.9483,106.2869,104.5659,105.02,0.4913,0.47,0.0,0.0,,
2008-06-26,79931100,104.0321,104.7093,102.0482,102.1677,-2.8567,-2.72,0.0,0.0,,
2008-06-27,80153500,102.2075,102.6696,101.2195,101.7295,-0.5626,-0.55,0.0,0.0,,
2008-06-30,46700800,101.8968,102.7095,101.4267,102.0163,0.3558,0.35,0.0,0.0,,
2008-07-01,68673400,100.8052,102.3589,100.3351,102.3191,0.3162,0.31,0.0,0.0,,
2008-07-02,73111800,102.6139,102.9086,100.3511,100.5025,-1.7485,-1.71,0.0,0.0,,
2008-07-03,3939300,101.2753,101.2753,99.5862,100.614,0.1005,0.1,0.0,0.0,,
2008-07-07,57081200,101.0203,101.4586,98.7337,99.5942,-1.0263,-1.02,0.0,0.0,,
2008-07-08,44059400,99.5862,101.4984,98.9568,101.347,1.7724,1.78,0.0,0.0,,
2008-07-09,13570100,101.586,101.7773,99.1081,99.4268,-1.9567,-1.93,0.0,0.0,,
2008-07-10,3535100,99.14,100.2236,98.4628,99.873,0.4078,0.41,0.0,0.0,,
2008-07-11,53490100,98.7735,100.3112,97.5943,98.6699,-1.1681,-1.17,0.0,0.0,,
2008-07-14,7888700,99.8013,99.9925,97.5226,97.8015,-0.8882,-0.9,0.0,0.0,,
2008-07-15,70362100,97.0445,98.3911,95.6263,96.3992,-1.3787,-1.41,0.0,0.0,,
2008-07-16,22182600,96.7657,99.2516,96.4868,98.7655,2.3619,2.45,0.0,0.0,,
2008-07-17,36327600,99.7057,100.5981,98.8691,99.7535,0.9877,1.0,0.0,0.0,,
2008-07-18,31033100,100.5264,100.7255,99.7137,100.4307,0.6188,0.62,0.0,0.0,,
2008-07-21,88037400,100.7973,101.0283,99.7455,100.4307,0.0602,0.06,0.0,0.0,,
2008-07-22,76682700,99.7137,101.8251,99.4746,101.5223,1.1344,1.13,0.0,0.0,,
2008-07-23,86588200,101.8968,102.9007,101.6259,102.1199,0.5485,0.54,0.0,0.0,,
2008-07-24,36387500,102.2553,102.3111,99.7216,100.0005,-2.1242,-2.08,0.0,0.0,,
2008-07-25,98309400,100.3033,100.7813,99.7296,99.9766,-0.02,-0.02,0.0,0.0,,
2008-07-28,88213200,100.0005,100.4387,98.3353,98.5106,-1.4697,-1.47,0.0,0.0,,
2008-07-29,45691400,98.7815,100.6937,98.5106,100.614,2.108,2.14,0.0,0.0,,
2008-07-30,34443200,101.2753,102.4625,100.614,102.4067,1.791,1.78,0.0,0.0,,
2008-07-31,51889100,101.5064,102.4386,100.8929,101.0522,-1.3517,-1.32,0.0,0.0,,
2008-08-01,26285200,101.2833,101.4108,99.9607,100.5184,-0.5356,-0.53,0.0,0.0,,
2008-08-04,80245600,100.4228,100.5025,99.4029,99.6101,-0.9351,-0.93,0.0,0.0,,
2008-08-05,39994500,100.4068,102.4306,99.5703,102.2712,2.6887,2.7,0.0,0.0,,
2008-08-06,98232800,102.0004,103.0202,101.5701,102.7254,0.45,0.44,0.0,0.0,,
2008-08-07,23098000,101.9525,102.829,100.8212,101.1717,-1.5303,-1.49,0.0,0.0,,
2008-08-08,40855800,100.853,103.5221,100.6937,103.1158,1.8829,1.86,0.0,0.0,,
2008-08-11,42511400,103.1556,104.781,102.9644,104.1356,1.0719,1.04,0.0,0.0,,
2008-08-12,1668500,103.801,104.1356,102.566,103.0521,-1.083,-1.04,0.0,0.0,,
2008-08-13,46590700,102.6139,103.2991,101.7215,102.4386,-0.6183,-0.6,0.0,0.0,,
2008-08-14,18561100,101.8569,103.801,101.7852,103.2433,0.7686,0.75,0.0,0.0,,
2008-08-15,68515300,103.5221,103.9763,103.0202,103.7452,0.5059,0.49,0.0,0.0,,
2008-08-18,65223800,103.9205,103.9604,101.7135,102.2951,-1.4209,-1.37,0.0,0.0,,
2008-08-19,76218200,101.5223,102.08,100.8132,101.2116,-1.1154,-1.09,0.0,0.0,,
2008-08-20,12763100,101.4984,101.9446,100.6618,101.6498,0.4654,0.46,0.0,0.0,,
2008-08-21,71609400,100.9885,102.335,100.869,101.841,0.1728,0.17,0.0,0.0,,
2008-08-22,51094500,102.5182,103.2991,101.8251,103.1875,1.4748,1.45,0.0,0.0,,
2008-08-25,63066000,102.6218,103.2991,100.9885,101.1638,-2.0962,-2.03,0.0,0.0,,
2008-08-26,52718100,101.2036,101.8808,100.853,101.5621,0.2937,0.29,0.0,0.0,,
2008-08-27,55688400,101.6259,102.6457,101.4267,102.3987,0.9837,0.97,0.0,0.0,,
2008-08-28,48881900,103.0043,103.8488,102.4864,103.6895,1.2396,1.21,0.0,0.0,,
2008-08-29,71427900,103.3628,103.6895,102.3908,102.5342,-1.1195,-1.08,0.0,0.0,,
2008-09-02,35534400,103.6018,104.1436,101.602,101.9764,-0.6362,-0.62,0.0,0.0,,
2008-09-03,44563300,101.8888,102.3828,101.1319,101.8888,-0.0918,-0.09,0.0,0.0,,
2008-09-04,25348700,101.1638,101.3709,98.7655,98.8213,-3.0668,-3.01,0.0,0.0,,
2008-09-05,57100300,98.2317,99.5543,97.2039,99.132,0.3064,0.31,0.0,0.0,,
2008-09-08,40487700,102.0163,102.1756,99.132,101.1797,2.0519,2.07,0.0,0.0,,
2008-09-09,46935300,101.2673,101.4745,97.8413,98.1759,-3.0051,-2.97,0.0,0.0,,
2008-09-10,70713700,98.7098,99.5145,97.6421,98.5743,0.4025,0.41,0.0,0.0,,
2008-09-11,41361000,97.2995,100.1838,96.8852,100.0005,1.4293,1.45,0.0,0.0,,
2008-09-12,66664000,99.0285,100.5582,98.662,100.4626,0.46,0.46,0.0,0.0,,
2008-09-15,22155100,96.9091,100.112,95.5227,95.6821,-4.7821,-4.76,0.0,0.0,,
2008-09-16,98976900,93.3795,97.4589,93.2201,97.2836,1.598,1.67,0.0,0.0,,
2008-09-17,36865000,95.3236,97.0844,92.4234,92.9094,-4.3779,-4.5,0.0,0.0,,
2008-09-18,95287800,94.0567,97.0366,90.6705,95.6662,2.7593,2.97,0.0,0.0,,
2008-09-19,1895800,101.533,102.5747,93.3751,99.4654,3.2427,3.37,0.0,0.0,,
2008-09-22,23925600,99.7299,99.9703,96.4523,97.2136,-2.2478,-2.26,0.0,0.0,,
2008-09-23,768100,96.845,97.7826,94.7855,95.0018,-2.2166,-2.28,0.0,0.0,,
2008-09-24,79104500,95.6429,96.1638,94.3928,95.3063,0.304,0.32,0.0,0.0,,
2008-09-25,75239200,95.683,97.6944,94.9137,96.7969,1.4868,1.56,0.0,0.0,,
2008-09-26,60571000,95.2262,97.3659,94.9698,96.845,0.0484,0.05,0.0,0.0,,
2008-09-29,459562289,95.5067,97.1094,88.9275,89.256,-7.593,-7.84,0.0,0.0,,
2008-09-30,89861100,90.963,93.5994,88.5749,92.9503,3.6952,4.14,0.0,0.0,,
2008-10-01,8851100,92.3734,93.5113,91.3156,93.0064,0.0558,0.06,0.0,0.0,,
2008-10-02,11579100,92.1169,92.2451,88.9996,89.6327,-3.3762,-3.63,0.0,0.0,,
2008-10-03,18489800,90.4421,92.5176,87.8937,88.4226,-1.21,-1.35,0.0,0.0,,
2008-10-06,63232600,85.8663,86.2429,80.6494,83.919,-4.5006,-5.09,0.0,0.0,,
2008-10-07,83200200,85.6178,86.0105,79.856,80.1605,-3.7596,-4.48,0.0,0.0,,
2008-10-08,30248600,78.1491,81.8835,77.5802,78.1411,-2.0201,-2.52,0.0,0.0,,
2008-10-09,88974200,79.864,80.6334,72.3232,72.6838,-5.454,-6.98,0.0,0.0,,
2008-10-10,90590400,69.5264,75.2802,66.9781,70.9208,-1.7663,-2.43,0.0,0.0,,
2008-10-13,2821800,75.2241,81.2184,72.0828,81.2184,10.2977,14.52,0.0,0.0,,
2008-10-14,91658500,83.9029,84.5681,77.8206,80.0163,-1.202,-1.48,0.0,0.0,,
2008-10-15,43190800,78.101,78.3735,71.8905,72.1389,-7.8732,-9.84,0.0,0.0,,
2008-10-16,60184100,73.1566,75.9454,69.3501,75.144,3.0081,4.17,0.0,0.0,,
2008-10-17,38259400,73.7176,79.0066,73.4451,74.6952,-0.4509,-0.6,0.0,0.0,,
2008-10-20,95333800,76.4102,79.4153,75.4004,79.1829,4.4891,6.01,0.0,0.0,,
2008-10-21,26794000,77.7084,79.0467,76.306,76.8189,-2.3677,-2.99,0.0,0.0,,
2008-10-22,69443400,74.6872,76.8189,70.1435,72.6357,-4.1868,-5.45,0.0,0.0,,
2008-10-23,92686700,72.3553,74.0862,68.7651,73.4772,0.8426,1.16,0.0,0.0,,
2008-10-24,11224200,67.3627,72.0587,67.3147,69.7508,-3.7252,-5.07,0.0,0.0,,
2008-10-27,62953200,68.8934,71.7302,67.0743,67.2746,-2.4762,-3.55,0.0,0.0,,
2008-10-28,81089900,69.9912,75.5206,67.7394,75.136,7.8641,11.69,0.0,0.0,,
2008-10-29,94252800,75.144,77.8686,73.8057,74.5911,-0.5485,-0.73,0.0,0.0,,
2008-10-30,91817800,76.7547,77.3638,74.4468,77.1715,2.5808,3.46,0.0,0.0,,
2008-10-31,83119200,76.1938,78.9906,75.713,77.5962,0.4244,0.55,0.0,0.0,,
2008-11-03,90853300,77.5561,78.2854,76.891,77.8206,0.225,0.29,0.0,0.0,,
2008-11-04,28382000,79.3832,80.8257,77.5,80.4651,2.6459,3.4,0.0,0.0,,
2008-11-05,59652900,79.4954,80.7055,76.1297,77.0833,-3.3794,-4.2,0.0,0.0,,
2008-11-06,48190600,75.6969,76.4823,72.1709,72.812,-4.2704,-5.54,0.0,0.0,,
2008-11-07,34023800,73.4451,75.3283,72.5235,75.2161,2.4028,3.3,0.0,0.0,,
2008-11-10,301903186,76.298,76.5544,72.8601,74.2304,-0.9853,-1.31,0.0,0.0,,
2008-11-11,418596705,72.7559,73.8378,71.041,71.9385,-2.2938,-3.09,0.0,0.0,,
2008-11-12,454330554,70.7044,72.2431,68.2122,68.7732,-3.1653,-4.4,0.0,0.0,,
2008-11-13,753800996,69.0216,73.5092,65.7841,73.0605,4.2847,6.23,0.0,0.0,,
2008-11-14,540352274,71.6501,73.7737,69.3341,69.4142,-3.6457,-4.99,0.0,0.0,,
2008-11-17,415543773,69.2219,70.9689,68.2443,68.4927,-0.9232,-1.33,0.0,0.0,,
2008-11-18,524140602,68.2362,69.8951,66.4412,69.7829,1.2877,1.88,0.0,0.0,,
2008-11-19,558809438,68.8453,69.6146,64.8465,65.3113,-4.4732,-6.41,0.0,0.0,,
2008-11-20,814180365,64.2134,66.1206,60.1424,60.463,-4.8459,-7.42,0.0,0.0,,
2008-11-21,718768573,62.0737,64.8304,59.5735,63.7246,3.2591,5.39,0.0,0.0,,
2008-11-24,523462008,65.6478,69.7027,64.3977,68.1401,4.4161,6.93,0.0,0.0,,
2008-11-25,454188290,69.9592,70.1275,67.1704,68.6449,0.5042,0.74,0.0,0.0,,
2008-11-26,370320441,67.5551,71.4738,67.507,71.2975,2.6498,3.86,0.0,0.0,,
2008-11-28,119905331,71.025,72.227,70.9048,72.195,0.8983,1.26,0.0,0.0,,
2008-12-01,370826753,70.1275,70.1595,65.5997,65.8001,-6.3966,-8.86,0.0,0.0,,
2008-12-02,469785220,66.8899,68.5087,65.744,68.3324,2.5333,3.85,0.0,0.0,,
2008-12-03,520103726,66.8338,70.3839,66.6255,69.9752,1.64,2.4,0.0,0.0,,
2008-12-04,444341542,68.9655,70.5602,67.1063,68.3564,-1.6164,-2.31,0.0,0.0,,
2008-12-05,471947872,67.0342,70.8567,65.9043,70.464,2.1054,3.08,0.0,0.0,,
2008-12-08,413016783,72.3953,74.0301,70.5842,72.9242,2.4592,3.49,0.0,0.0,,
2008-12-09,370862472,72.4194,73.8298,71.3055,71.7222,-1.2033,-1.65,0.0,0.0,,
2008-12-10,396381231,72.3793,73.2127,71.3215,72.211,0.4877,0.68,0.0,0.0,,
2008-12-11,366329668,71.7542,72.9242,70.0153,70.472,-1.7403,-2.41,0.0,0.0,,
2008-12-12,415140912,68.5568,71.3776,68.2763,71.3135,0.8387,1.19,0.0,0.0,,
2008-12-15,256846094,71.3375,71.4417,69.1498,70.3198,-0.9912,-1.39,0.0,0.0,,
2008-12-16,377699953,70.7605,73.7416,70.6644,73.6294,3.312,4.71,0.0,0.0,,
2008-12-17,284767348,72.796,74.0702,72.1709,73.4211,-0.7192,-0.97,0.0,0.0,,
